DOI,CitationDOI,BadgeDOI,Citations,Available,Functional,Replicable,BadgeCategory,BadgeLevel
10.1109/sc41404.2022.00017,https://doi.org/10.1109/SC41404.2022.00017,https://doi.org/10.1109/SC41404.2022.00017,3,1,1,0,Functional only,2
10.1109/sc41404.2022.00018,https://doi.org/10.1109/SC41404.2022.00018,https://doi.org/10.1109/SC41404.2022.00018,0,1,0,0,Available only,1
10.1109/sc41404.2022.00019,https://doi.org/10.1109/SC41404.2022.00019,https://doi.org/10.1109/SC41404.2022.00019,7,0,0,0,No badge,0
10.1109/sc41404.2022.00020,https://doi.org/10.1109/SC41404.2022.00020,https://doi.org/10.1109/SC41404.2022.00020,2,1,0,0,Available only,1
10.1109/sc41404.2022.00021,https://doi.org/10.1109/SC41404.2022.00021,https://doi.org/10.1109/SC41404.2022.00021,0,1,1,1,Replicable,3
10.1109/sc41404.2022.00022,https://doi.org/10.1109/SC41404.2022.00022,https://doi.org/10.1109/SC41404.2022.00022,3,1,1,1,Replicable,3
10.1109/sc41404.2022.00023,https://doi.org/10.1109/SC41404.2022.00023,https://doi.org/10.1109/SC41404.2022.00023,2,1,1,0,Functional only,2
10.1109/sc41404.2022.00024,https://doi.org/10.1109/SC41404.2022.00024,https://doi.org/10.1109/SC41404.2022.00024,1,0,0,0,No badge,0
10.1109/sc41404.2022.00025,https://doi.org/10.1109/SC41404.2022.00025,https://doi.org/10.1109/SC41404.2022.00025,1,1,1,1,Replicable,3
10.1109/sc41404.2022.00026,https://doi.org/10.1109/SC41404.2022.00026,https://doi.org/10.1109/SC41404.2022.00026,2,1,1,0,Functional only,2
10.1109/sc41404.2022.00027,https://doi.org/10.1109/SC41404.2022.00027,https://doi.org/10.1109/SC41404.2022.00027,3,1,0,0,Available only,1
10.1109/sc41404.2022.00028,https://doi.org/10.1109/SC41404.2022.00028,https://doi.org/10.1109/SC41404.2022.00028,1,1,0,0,Available only,1
10.1109/sc41404.2022.00029,https://doi.org/10.1109/SC41404.2022.00029,https://doi.org/10.1109/SC41404.2022.00029,1,1,0,0,Available only,1
10.1109/sc41404.2022.00030,https://doi.org/10.1109/SC41404.2022.00030,https://doi.org/10.1109/SC41404.2022.00030,1,1,1,0,Functional only,2
10.1109/sc41404.2022.00031,https://doi.org/10.1109/SC41404.2022.00031,https://doi.org/10.1109/SC41404.2022.00031,1,1,1,1,Replicable,3
10.1109/sc41404.2022.00032,https://doi.org/10.1109/SC41404.2022.00032,https://doi.org/10.1109/SC41404.2022.00032,2,0,0,0,No badge,0
10.1109/sc41404.2022.00033,https://doi.org/10.1109/SC41404.2022.00033,https://doi.org/10.1109/SC41404.2022.00033,0,1,1,1,Replicable,3
10.1109/sc41404.2022.00034,https://doi.org/10.1109/SC41404.2022.00034,https://doi.org/10.1109/SC41404.2022.00034,2,1,1,1,Replicable,3
10.1109/sc41404.2022.00035,https://doi.org/10.1109/SC41404.2022.00035,https://doi.org/10.1109/SC41404.2022.00035,0,0,0,0,No badge,0
10.1109/sc41404.2022.00036,https://doi.org/10.1109/SC41404.2022.00036,https://doi.org/10.1109/SC41404.2022.00036,0,1,1,1,Replicable,3
10.1109/sc41404.2022.00037,https://doi.org/10.1109/SC41404.2022.00037,https://doi.org/10.1109/SC41404.2022.00037,0,1,1,1,Replicable,3
10.1109/sc41404.2022.00038,https://doi.org/10.1109/SC41404.2022.00038,https://doi.org/10.1109/SC41404.2022.00038,2,1,1,1,Replicable,3
10.1109/sc41404.2022.00039,https://doi.org/10.1109/SC41404.2022.00039,https://doi.org/10.1109/SC41404.2022.00039,0,1,1,0,Functional only,2
10.1109/sc41404.2022.00040,https://doi.org/10.1109/SC41404.2022.00040,https://doi.org/10.1109/SC41404.2022.00040,0,1,1,1,Replicable,3
10.1109/sc41404.2022.00041,https://doi.org/10.1109/SC41404.2022.00041,https://doi.org/10.1109/SC41404.2022.00041,5,1,1,1,Replicable,3
10.1109/sc41404.2022.00042,https://doi.org/10.1109/SC41404.2022.00042,https://doi.org/10.1109/SC41404.2022.00042,2,1,1,1,Replicable,3
10.1109/sc41404.2022.00043,https://doi.org/10.1109/SC41404.2022.00043,https://doi.org/10.1109/SC41404.2022.00043,6,1,1,1,Replicable,3
10.1109/sc41404.2022.00044,https://doi.org/10.1109/SC41404.2022.00044,https://doi.org/10.1109/SC41404.2022.00044,1,1,1,1,Replicable,3
10.1109/sc41404.2022.00045,https://doi.org/10.1109/SC41404.2022.00045,https://doi.org/10.1109/SC41404.2022.00045,0,1,1,1,Replicable,3
10.1109/sc41404.2022.00046,https://doi.org/10.1109/SC41404.2022.00046,https://doi.org/10.1109/SC41404.2022.00046,2,0,0,0,No badge,0
10.1109/sc41404.2022.00047,https://doi.org/10.1109/SC41404.2022.00047,https://doi.org/10.1109/SC41404.2022.00047,3,1,1,1,Replicable,3
10.1109/sc41404.2022.00048,https://doi.org/10.1109/SC41404.2022.00048,https://doi.org/10.1109/SC41404.2022.00048,0,1,1,1,Replicable,3
10.1109/sc41404.2022.00049,https://doi.org/10.1109/SC41404.2022.00049,https://doi.org/10.1109/SC41404.2022.00049,0,1,1,1,Replicable,3
10.1109/sc41404.2022.00050,https://doi.org/10.1109/SC41404.2022.00050,https://doi.org/10.1109/SC41404.2022.00050,3,1,0,0,Available only,1
10.1109/sc41404.2022.00051,https://doi.org/10.1109/SC41404.2022.00051,https://doi.org/10.1109/SC41404.2022.00051,6,0,0,0,No badge,0
10.1109/sc41404.2022.00052,https://doi.org/10.1109/SC41404.2022.00052,https://doi.org/10.1109/SC41404.2022.00052,0,1,1,1,Replicable,3
10.1109/sc41404.2022.00053,https://doi.org/10.1109/SC41404.2022.00053,https://doi.org/10.1109/SC41404.2022.00053,3,1,1,1,Replicable,3
10.1109/sc41404.2022.00054,https://doi.org/10.1109/SC41404.2022.00054,https://doi.org/10.1109/SC41404.2022.00054,1,1,1,1,Replicable,3
10.1109/sc41404.2022.00055,https://doi.org/10.1109/SC41404.2022.00055,https://doi.org/10.1109/SC41404.2022.00055,1,1,1,1,Replicable,3
10.1109/sc41404.2022.00056,https://doi.org/10.1109/SC41404.2022.00056,https://doi.org/10.1109/SC41404.2022.00056,0,1,1,1,Replicable,3
10.1109/sc41404.2022.00057,https://doi.org/10.1109/SC41404.2022.00057,https://doi.org/10.1109/SC41404.2022.00057,0,1,1,1,Replicable,3
10.1109/sc41404.2022.00058,https://doi.org/10.1109/SC41404.2022.00058,https://doi.org/10.1109/SC41404.2022.00058,1,1,1,0,Functional only,2
10.1109/sc41404.2022.00059,https://doi.org/10.1109/SC41404.2022.00059,https://doi.org/10.1109/SC41404.2022.00059,1,0,0,0,No badge,0
10.1109/sc41404.2022.00060,https://doi.org/10.1109/SC41404.2022.00060,https://doi.org/10.1109/SC41404.2022.00060,0,1,0,0,Available only,1
10.1109/sc41404.2022.00061,https://doi.org/10.1109/SC41404.2022.00061,https://doi.org/10.1109/SC41404.2022.00061,1,0,0,0,No badge,0
10.1109/sc41404.2022.00062,https://doi.org/10.1109/SC41404.2022.00062,https://doi.org/10.1109/SC41404.2022.00062,0,1,0,0,Available only,1
10.1109/sc41404.2022.00063,https://doi.org/10.1109/SC41404.2022.00063,https://doi.org/10.1109/SC41404.2022.00063,1,1,1,1,Replicable,3
10.1109/sc41404.2022.00064,https://doi.org/10.1109/SC41404.2022.00064,https://doi.org/10.1109/SC41404.2022.00064,1,1,0,0,Available only,1
10.1109/sc41404.2022.00065,https://doi.org/10.1109/SC41404.2022.00065,https://doi.org/10.1109/SC41404.2022.00065,2,1,1,0,Functional only,2
10.1109/sc41404.2022.00066,https://doi.org/10.1109/SC41404.2022.00066,https://doi.org/10.1109/SC41404.2022.00066,4,1,1,0,Functional only,2
10.1109/sc41404.2022.00067,https://doi.org/10.1109/SC41404.2022.00067,https://doi.org/10.1109/SC41404.2022.00067,3,1,1,1,Replicable,3
10.1109/sc41404.2022.00068,https://doi.org/10.1109/SC41404.2022.00068,https://doi.org/10.1109/SC41404.2022.00068,0,1,1,0,Functional only,2
10.1109/sc41404.2022.00069,https://doi.org/10.1109/SC41404.2022.00069,https://doi.org/10.1109/SC41404.2022.00069,0,0,0,0,No badge,0
10.1109/sc41404.2022.00070,https://doi.org/10.1109/SC41404.2022.00070,https://doi.org/10.1109/SC41404.2022.00070,2,1,1,0,Functional only,2
10.1109/sc41404.2022.00071,https://doi.org/10.1109/SC41404.2022.00071,https://doi.org/10.1109/SC41404.2022.00071,5,1,0,0,Available only,1
10.1109/sc41404.2022.00072,https://doi.org/10.1109/SC41404.2022.00072,https://doi.org/10.1109/SC41404.2022.00072,1,1,1,0,Functional only,2
10.1109/sc41404.2022.00073,https://doi.org/10.1109/SC41404.2022.00073,https://doi.org/10.1109/SC41404.2022.00073,1,1,1,1,Replicable,3
10.1109/sc41404.2022.00074,https://doi.org/10.1109/SC41404.2022.00074,https://doi.org/10.1109/SC41404.2022.00074,2,0,0,0,No badge,0
10.1109/sc41404.2022.00075,https://doi.org/10.1109/SC41404.2022.00075,https://doi.org/10.1109/SC41404.2022.00075,1,1,1,1,Replicable,3
10.1109/sc41404.2022.00076,https://doi.org/10.1109/SC41404.2022.00076,https://doi.org/10.1109/SC41404.2022.00076,2,1,1,1,Replicable,3
10.1109/sc41404.2022.00077,https://doi.org/10.1109/SC41404.2022.00077,https://doi.org/10.1109/SC41404.2022.00077,1,1,1,1,Replicable,3
10.1109/sc41404.2022.00078,https://doi.org/10.1109/SC41404.2022.00078,https://doi.org/10.1109/SC41404.2022.00078,2,1,1,1,Replicable,3
10.1109/sc41404.2022.00079,https://doi.org/10.1109/SC41404.2022.00079,https://doi.org/10.1109/SC41404.2022.00079,1,0,0,0,No badge,0
10.1109/sc41404.2022.00080,https://doi.org/10.1109/SC41404.2022.00080,https://doi.org/10.1109/SC41404.2022.00080,1,1,1,1,Replicable,3
10.1109/sc41404.2022.00081,https://doi.org/10.1109/SC41404.2022.00081,https://doi.org/10.1109/SC41404.2022.00081,2,0,0,0,No badge,0
10.1109/sc41404.2022.00082,https://doi.org/10.1109/SC41404.2022.00082,https://doi.org/10.1109/SC41404.2022.00082,0,1,0,0,Available only,1
10.1109/sc41404.2022.00083,https://doi.org/10.1109/SC41404.2022.00083,https://doi.org/10.1109/SC41404.2022.00083,3,0,0,0,No badge,0
10.1109/sc41404.2022.00084,https://doi.org/10.1109/SC41404.2022.00084,https://doi.org/10.1109/SC41404.2022.00084,0,0,0,0,No badge,0
10.1109/sc41404.2022.00085,https://doi.org/10.1109/SC41404.2022.00085,https://doi.org/10.1109/SC41404.2022.00085,0,0,0,0,No badge,0
10.1109/sc41404.2022.00086,https://doi.org/10.1109/SC41404.2022.00086,https://doi.org/10.1109/SC41404.2022.00086,1,1,1,0,Functional only,2
10.1109/sc41404.2022.00087,https://doi.org/10.1109/SC41404.2022.00087,https://doi.org/10.1109/SC41404.2022.00087,1,1,1,1,Replicable,3
10.1109/sc41404.2022.00088,https://doi.org/10.1109/SC41404.2022.00088,https://doi.org/10.1109/SC41404.2022.00088,1,1,1,1,Replicable,3
10.1109/sc41404.2022.00089,https://doi.org/10.1109/SC41404.2022.00089,https://doi.org/10.1109/SC41404.2022.00089,0,0,0,0,No badge,0
10.1109/sc41404.2022.00090,https://doi.org/10.1109/SC41404.2022.00090,https://doi.org/10.1109/SC41404.2022.00090,0,0,0,0,No badge,0
10.1109/sc41404.2022.00091,https://doi.org/10.1109/SC41404.2022.00091,https://doi.org/10.1109/SC41404.2022.00091,0,0,0,0,No badge,0
10.1109/sc41404.2022.00092,https://doi.org/10.1109/SC41404.2022.00092,https://doi.org/10.1109/SC41404.2022.00092,0,1,0,0,Available only,1
